col,chosen,rmse_knn,rmse_mice_elastic
A0A0J9YVF6,mice_elastic,,
Q8BNK8,knn,0.21494860012700254,0.6941136003048112
Q920D3,mice_elastic,0.7679038900845114,0.550292940938746
D5MR34,mice_elastic,0.9204524592391432,0.8948042126847491
F7D291,knn,0.13325815899814367,0.5478643137766901
B0V2M9,knn,0.05854943048416267,0.5810116082370964
Q3US73,knn,0.15934944194683412,1.1082933153169965
P60882,mice_elastic,,
Q3TLH2,mice_elastic,,
Q14A93,mice_elastic,1.3326346073063275,1.077180259604869
A0A158RFV3,knn,1.132162450573439,1.3730250033435782
Q91V83,mice_elastic,1.5823441300899859,0.953012868899367
E9PW15,knn,1.3488763091422336,1.806711456059143
P23949,knn,1.1190578123890786,1.2037014953350416
Q9D8T3,knn,0.818306284573578,2.1367087691074915
Q8BWP8,knn,0.24315689668614213,0.8958718157921172
H3BIV6,mice_elastic,1.118241933777297,1.0755650389386773
Q3TRZ4,knn,0.07787245072203856,0.8394553757237031
Q8K1C9,mice_elastic,0.6052303413671747,0.3420126045065548
A0A0A6YWV1,knn,0.4942257235178876,0.8665470726069461
Q3UYI4,mice_elastic,,
D3Z4E3,mice_elastic,1.0108537875180026,0.09144347709325053
Q8BKE5,mice_elastic,1.2207936841687326,0.6801157507882127
B2RSY3,mice_elastic,0.8618856381781128,0.46044516604773633
A0A0N4SUM3,mice_elastic,0.9669053884217108,0.23423737822607515
Q920P3,knn,1.060070700291065,1.310984888579187
Q5FWA0,mice_elastic,1.3441030272097292,0.632596698745468
Q3TYS2,mice_elastic,,
Q8BRK8,knn,0.5680859593992815,0.6282471212539897
B9EK90,mice_elastic,,
Q9JIB0,mice_elastic,,
Q8R1W9,knn,0.2504672615412025,1.3332056562871073
E9PZ64,knn,0.5569254978194657,0.6855298139752517
Q9DBT3,mice_elastic,,
F6U9F5,knn,2.5019737852734454,4.0508750200196175
Q3UL29,mice_elastic,,
H3BKV8,knn,0.786570549872595,1.3296959846616443
Q8BPB5,mice_elastic,2.6180554604275663,1.7470251216303332
Q8R5G0,mice_elastic,,
G3UX58,mice_elastic,0.9709225175197951,0.47604141068315775
Q3TAW5,mice_elastic,,
Q149E6,knn,1.467233870141097,1.5170453070459176
A6H6H9,knn,0.47271386702763124,3.3765233169136004
Q8VDV8,knn,0.9572877089618922,1.0157318046378965
O35443,mice_elastic,,
Q8C094,mice_elastic,,
Q6YIY0,mice_elastic,,
A0A0R4J1C0,knn,0.8502060520927339,2.233045934694479
E9Q7F2,mice_elastic,,
Q9JJT0,mice_elastic,1.1515823860788201,0.8870299440533892
Q8K4K1,knn,0.27923092720103215,1.5515639582156555
Q8C660,knn,0.6930115553355644,1.2699957254530727
Q9EST1,mice_elastic,2.881121337510414,1.7146993353376394
A9Q751,knn,0.617921021651605,1.2401268349123606
A0A1L1ST53,mice_elastic,,
Q3UHH6,mice_elastic,,
Q3UNZ8,knn,0.9302177329305477,2.1748553757561595
Q05C53,knn,0.7756161692957424,1.8585884450120536
Q91WM0,knn,0.12326768085876069,1.4149534381059388
Q9DBH3,mice_elastic,,
Q3TC98,mice_elastic,0.24916797032021157,0.06378281343705483
A0A1B0GRH7,mice_elastic,,
D3YWV5,knn,1.7704437895703034,1.8194458433814293
Q6A037,knn,0.6694479187240473,0.8533187200540304
A0A0A6YY33,knn,0.5652814455013013,0.6259085644882726
D6RGB6,mice_elastic,0.7487448469595415,0.7098877911914099
O88492,knn,0.12028009395797233,0.6717360341899603
A0A0R4J0I6,knn,0.8487224110779193,1.4797397073675047
Q9DB28,mice_elastic,1.5796342248519677,1.0851065836392302
Q9D8Z6,mice_elastic,,
O35607,knn,1.4286843716030548,2.2928302014771833
Q60805,knn,0.8073782831135657,3.188195396374914
Q9R0H2,mice_elastic,1.8797769029116878,1.625891222850636
Q99M09,mice_elastic,,
Q80YQ8,knn,1.2669660887156304,1.6361279493289376
Q5SQM0,mice_elastic,,
Q3ZB59,knn,2.29246558659004,3.158787153857738
Q9DC22,mice_elastic,,
P62509,mice_elastic,2.2952649429864205,2.159123666583019
Q6P9Q4,knn,0.37628036453424046,0.7902696271921974
Q3TGY1,knn,0.9152933095295954,1.543313803565656
G3UY06,knn,0.8107441548127939,1.0707613868478856
Q8CA98,knn,0.5619799789419216,0.9534115696489053
Q6P3Z3,mice_elastic,0.3568280180188324,0.0034769157386953862
G5E8Z6,mice_elastic,,
A0A286YCW8,mice_elastic,,
Q8VDG5,mice_elastic,,
Q3LAC4,mice_elastic,0.9716213287600661,0.8556004174237608
Q2QI47,mice_elastic,1.3958250392183271,0.618673170866089
Q8C9M6,mice_elastic,0.7105307860358261,0.21077487375510087
Q3UC32,mice_elastic,1.5548478133358679,1.4913833342129137
A0A0R4J0J5,knn,0.6455923622171712,1.734349176818965
I3PQW8,knn,1.918992551765541,2.1147938850069523
Q9EPB9,mice_elastic,,
Q3UK33,knn,0.32046751416084673,0.7729979440292413
Q8BGS3,mice_elastic,,
Q08189,mice_elastic,,
E9QMU3,knn,1.2063243865203725,2.4274479659284203
Q3ULB9,mice_elastic,0.5383904104156902,0.2525645752932214
G3XA09,mice_elastic,,
A0A0A0MQN1,knn,1.0284808614908572,1.3369783445033425
H7BWY8,knn,0.3502356620100563,1.3932052380380622
Q05DT2,mice_elastic,,
Q8BST8,mice_elastic,,
Q9JJV5,mice_elastic,1.5460326722844318,0.7457922959113491
Q91ZQ5,knn,1.0556891995115893,3.6724093582284296
Q69Z98,mice_elastic,,
B2RTJ2,knn,0.25492232290506,1.6202507989476527
F8VQE2,mice_elastic,0.78193701441914,0.3446957969436618
G3X983,knn,0.35821463496560074,0.40640647910885275
J7PDL1,mice_elastic,0.08487479165805356,0.059015630603152944
A2AJW4,mice_elastic,,
Q8BN59,mice_elastic,,
B2RXC6,mice_elastic,,
Q9WUB0,mice_elastic,,
Q3TNY4,mice_elastic,,
A0A0G2JG32,mice_elastic,0.6264693205965688,0.3794769515187144
E9QPH0,knn,1.8029664802946512,2.06565329015911
Q543E2,mice_elastic,,
Q9DCA5,knn,1.835236273837524,3.212636539148197
Q8BSJ0,mice_elastic,,
Q8BGF7,knn,0.16558651024574272,0.4043235924675531
Q80Y48,mice_elastic,1.788897292392467,1.0539351649193083
Q8CII2,mice_elastic,,
Q8R1Q7,knn,0.5629283244287735,4.331916733975307
B2RQ11,knn,2.3795094150103018,2.725098183382677
Q8C436,mice_elastic,,
A2ALM3,mice_elastic,,
Q4VBE6,mice_elastic,3.0622555308208512,2.6057820139402414
Q64152,mice_elastic,,
O88834,mice_elastic,1.6747815995103599,1.6696981206211208
Q9Z0M3,knn,0.48102192096397506,1.4455429917047529
B9EKB8,mice_elastic,,
Q9D136,mice_elastic,2.0294151002400684,1.2359816857615387
Q3UZV9,knn,1.5389043533214537,1.5671181142730606
Q1WWL0,knn,0.4019857521530717,0.8735420176877182
E9QLQ9,mice_elastic,,
F6YPG3,knn,0.9644591582548588,1.5106885711066218
G3UVV3,mice_elastic,1.7382906201780108,0.5627464360034266
Q3U2P3,knn,0.4824477856156012,1.0771658763189753
Q66JR0,mice_elastic,1.2608721961190958,0.9021405035001373
Q8VE85,mice_elastic,,
A0A286YE25,knn,1.0716082935941007,2.589621028235346
A0A087WSR1,knn,0.5037256379407938,0.9260712916898844
E9PUE1,knn,0.34461004213470076,0.6021963594844241
Q3TIJ1,mice_elastic,,
B7ZWM8,knn,0.6259470747816922,1.0669829478418902
Q05BG3,mice_elastic,1.9964198175846362,1.1155868534675455
D3YZG8,mice_elastic,,
P97952,knn,0.29496905338080354,1.232205267092235
A2A9C3,knn,1.485541761389885,1.699333438593613
Q05BF9,mice_elastic,,
Q8BVR8,mice_elastic,0.83378516888658,0.5773331075873644
F8WJ43,mice_elastic,,
Q3UQF1,knn,2.1226377198900392,2.294768726629818
A0A0U1RQ37,mice_elastic,2.132221306907018,1.4488782781842167
Q8K330,knn,1.4228770294343642,4.068215983185377
A0A0D4BT98,mice_elastic,0.30238322208736196,0.23970024309355784
Q3UWC4,knn,0.3312328644691935,0.8193802693128808
J3QK13,mice_elastic,,
A0A087WQX0,knn,0.8823726238616675,1.5797303907949216
D3Z5I7,mice_elastic,0.17783678509868667,0.03459499427850483
A0A0U1RPD5,knn,1.1366344108992716,1.413772575330089
Q8VCR3,knn,0.09493516592249998,1.2484910897211847
G3UWD8,mice_elastic,,
Q8R0L9,mice_elastic,,
I6L990,knn,0.7437345875009198,0.8793655688275003
D6RFC4,mice_elastic,1.5258927827271507,0.17191066360363344
Q9WTZ8,mice_elastic,,
D3Z017,mice_elastic,,
E9PWD3,knn,0.25380302243022085,0.8622594876714085
Q05BM5,knn,0.2546676041439432,1.3314898589567075
E9QJT2,knn,0.490795527813477,1.387214734927514
Q6P3A8,knn,0.15385123522474095,1.0806080064596106
Q54AJ1,mice_elastic,0.5438894045558107,0.3107303598452541
B2RUH2,mice_elastic,,
Q9Z0V2,knn,0.5677528641568078,0.9238161067782226
Q99PU7,knn,0.1755720563194433,0.58102302994541
Q3TMD4,mice_elastic,,
Q0PD10,mice_elastic,,
Q8BUZ9,knn,0.15621679773061165,0.9126942696070689
Q3UFY8,mice_elastic,1.4501463233870227,0.9881072748658647
Q9CZ62,knn,1.1839516473844354,1.8763335407411583
A0A2I3BRU5,mice_elastic,1.880981387279022,1.3821489746592845
Q5HZG7,knn,0.05690173203208997,0.2733820149227407
Q3TAM9,knn,0.45967016684807377,0.7761586494213571
Q3U438,knn,0.04588227825529997,0.6275758777999907
A0A140LI67,knn,0.06376181168301341,0.7829798567111719
Q505B0,knn,0.5888400240469035,1.2667757625596923
Q3U5C7,mice_elastic,0.6935164479689133,0.5261957573835566
Q9D8A8,knn,0.48310756701344015,2.696753665384899
Q8C790,mice_elastic,0.4878138239427123,0.18983868332447973
Q3UET8,knn,1.7591334479759557,2.0174115653956783
Q5SYD0,knn,2.0226720059980496,2.5362933753927397
P13542,mice_elastic,,
A0A087WQ61,knn,2.506247401533854,4.975371353036884
Q9DAT5,mice_elastic,,
Q3U3C7,knn,0.25101609830696986,2.804865338381436
Q9R1C0,mice_elastic,2.999770405979736,2.7922375604759138
Q9D6K5,knn,1.0459694411951306,3.1726672247810477
A0A0M3HEP3,knn,0.27000235167742365,0.5541247663761366
Q9CQX0,mice_elastic,,
Q8BK99,mice_elastic,,
F6SUV7,knn,1.5936977524340332,2.2578865505225134
F6Q269,mice_elastic,0.3187258257918414,0.06814841420690174
A0A0R4J0L8,knn,1.375664894206222,1.5755810629567917
Z4YL92,knn,2.033676875596568,2.1516862300085418
Q80VE5,knn,1.3892489486995083,2.5495759846504695
Q8BY46,mice_elastic,,
Q9DBE9,mice_elastic,0.9446812058917283,0.28650749344385273
P47968,mice_elastic,0.7936623915677037,0.7734156605371465
Q9D2Q8,mice_elastic,,
Q9D757,knn,0.4213649063485904,1.2881318397490895
P53368,mice_elastic,,
Q3UGZ2,knn,0.0891105830012499,0.1168949368374413
Q8C1E7,knn,1.1891201100724316,1.6953923645766673
O35738,knn,0.9824537271576639,1.9715327440919403
E0CZA8,knn,0.5363963000433373,0.672574046688132
D3YZW1,mice_elastic,,
Q8VCI7,mice_elastic,,
Q3KNZ1,knn,0.10692235019266545,1.5630307007162942
B2RQ68,knn,1.0687060561816082,1.3814961199329325
A2A4H9,mice_elastic,0.5758799998570554,0.33954527508187293
E9QLB8,mice_elastic,,
Q3V268,knn,0.6404091200694078,1.5612718694888705
Q9CRA2,mice_elastic,,
Q9ES63,knn,1.6050658236602864,4.250304702752059
E9Q944,mice_elastic,0.4158428720071006,0.1286777844183205
D6RE20,mice_elastic,0.586107271013995,0.050603873402164164
Q3UKR1,mice_elastic,0.40676733189079484,0.1882689015851833
Q8BSH3,knn,1.893334171024413,2.1443743568296294
Q8BJL1,knn,1.1552123289083143,1.2787259628447372
Q61001,mice_elastic,0.2410992302115209,0.07559922367942866
Q8K2Q9,mice_elastic,,
Q3UAS5,knn,0.37191503695251055,0.40413108683507093
Q5M8P0,knn,1.1117121242409882,2.048580382672271
G3UX80,knn,1.0697814546264273,1.7190606203566237
A0A286YD87,mice_elastic,1.7737855692278945,0.2393037308960729
Q8BKR5,mice_elastic,,
Q8C5P7,knn,0.09899149051149804,1.8415307174935531
Q99LB4,knn,0.2254308833759016,0.6577590058365065
A2RSP9,knn,0.8019457380459658,2.8251823069561333
Q8CFT2,knn,2.317584366829148,2.6464758938057176
Q6DFZ2,knn,0.8099207255993438,1.33388239421289
Q3TYD6,mice_elastic,1.0600226532508201,0.2559143905039855
Q9D089,mice_elastic,0.6887151684165314,0.15848786829535816
P23953,mice_elastic,1.1222710962032572,0.8276536680489944
Q8K233,mice_elastic,,
Q9D948,mice_elastic,,
Q8BH64,mice_elastic,,
Q9QZX7,mice_elastic,,
Q8CIG3,knn,0.19907823078233824,0.28319947923608974
B7ZWK3,mice_elastic,,
A0A0R4J225,knn,0.8333235266215738,2.2206381436557177
A0A0R4J1N3,mice_elastic,1.8310642691585097,1.270870826304138
Q3U7R4,mice_elastic,1.3079762454508475,0.7124244786734437
A0A0R4J139,mice_elastic,,
Q8R3F7,knn,0.5832185993064072,0.8430464539518285
B2RT41,mice_elastic,0.7990772962579527,0.5767318118211981
A0A1D5RLK6,knn,1.0486881721517312,2.149922308673663
Q91WE3,mice_elastic,,
Q78HW2,mice_elastic,,
Q6PFC5,mice_elastic,1.0779553246840978,0.757741492807188
Q9CX53,mice_elastic,,
E9Q8A3,mice_elastic,,
A0A087WQF0,knn,0.6560252955497318,1.4087112574524647
Q6ZPP3,mice_elastic,1.0126122458806055,0.910018610429446
E9Q150,mice_elastic,1.4204778185266915,0.7868729395268017
P04104,knn,0.24382957443382428,0.43261301580930583
Q9Z0N2,knn,0.7039321882989549,2.0683384124038677
A0A1B0GSK3,mice_elastic,1.3746344273507964,1.063630961880644
D6RET7,mice_elastic,0.5999158987348635,0.5369749540148596
Q3U094,knn,0.9165084085836178,2.2885228813101817
P70444,mice_elastic,0.4406220714046651,0.3261821746944753
Q6NZJ2,knn,1.4869806103503338,2.31954082038521
Q1HL33,knn,0.8655062760285736,1.4432326043429842
P42337,knn,1.5899285847215257,1.6655935063895058
Q5SUW3,mice_elastic,,
G3UZJ3,knn,0.6207088315863221,0.9363796593120256
Q78UK8,mice_elastic,,
Q3TM24,mice_elastic,0.371020193240893,0.341525376631218
Q7TSG1,knn,0.5917961483202507,0.8005629535007811
Q9CWB7,mice_elastic,,
Q9R194,mice_elastic,1.6237191455098714,0.45418244754883147
Q8BUH1,mice_elastic,,
A0A140LHM4,mice_elastic,1.776840133460888,1.3841496223765692
A2AUF7,mice_elastic,,
Q9CQU8,knn,0.8402601741481359,2.202141109727672
B7ZNJ5,knn,3.5090544528846954,3.844396625153472
Q8R5I6,knn,0.5043353172697693,1.0132997669555432
Z4YLI8,mice_elastic,,
A0A0R4J216,mice_elastic,,
Q8BUR3,mice_elastic,1.3457441939663661,1.1106862020326662
Q8BMY3,mice_elastic,,
E9PUA2,mice_elastic,1.4014882953283576,1.077186185729831
E9QKL0,mice_elastic,,
Q8R3K3,knn,0.8508965820923026,0.9845510627883043
D3Z1T2,knn,0.5274239784454392,0.6701448682696683
Q3TB53,mice_elastic,0.304289940142409,0.1461436771101231
A0A0R4J0C0,mice_elastic,,
Q6P549,knn,0.5909504301161848,0.8357036126764894
E9Q7Q7,knn,0.6625731889692169,0.8960920591750892
Q3TQD9,knn,0.20778365748667174,0.7566900916022028
Q3U965,mice_elastic,,
Q07231,knn,0.04467164990778089,1.7499239326944518
Q8BGP6,knn,0.26634659304879277,1.4225314442734085
Q8BUR9,mice_elastic,,
Q8BKP6,knn,3.0059181426621753,7.039111434529613
Q811C8,knn,0.28597991622567187,1.1258652384189105
Q3UHL7,mice_elastic,1.6762358037713803,1.2006618616668592
A2CF80,knn,0.34942294959573705,1.0979437249168307
Q8CJF9,mice_elastic,3.4043302692712025,3.259626847866262
A2AHM2,knn,0.15126861203606526,0.20182546369129817
B9EHP1,mice_elastic,,
Q8BUY8,knn,1.704645304558748,4.470794845889599
Q9DB24,knn,1.0357538049609654,2.1582065223560303
Q9D7H4,mice_elastic,1.011214192874915,0.6585223262621245
P84309,mice_elastic,,
Q3TG10,knn,1.0931197544903146,1.8971191569868093
Q9CQX5,knn,1.8319086616321334,2.7545288253468705
Q9D8C2,mice_elastic,,
Q9JK83,knn,0.6502630062218407,0.7287098390485173
Q8CI62,mice_elastic,,
A3KGA8,knn,0.23812975162897973,1.9097047436292638
F6QKY6,mice_elastic,1.8758513511916548,0.5785213031343723
E9Q717,knn,1.2430672925818913,1.3866273706960357
Q3UHC0,mice_elastic,1.1410952958662826,0.5412034242473865
O54790,mice_elastic,0.20015379943222875,0.014159948908816417
Q3UXM3,knn,0.9920306800171721,1.030682006004129
E9Q5N4,mice_elastic,1.3356466255759678,1.1028730201906438
Q66L71,mice_elastic,,
B2RUJ8,knn,0.19077077643030263,1.1334689234554223
Q91YD3,knn,0.6253992483714453,0.6449366134951517
Q3V453,mice_elastic,0.8035909357026941,0.37176997824313995
D3Z603,knn,0.6945523089065767,0.8335104716991204
Q9D1Y3,mice_elastic,0.9476696558811706,0.05547976515057074
Q3TST6,knn,0.19347561439622435,0.2768879624971961
Q9DC77,knn,3.988567331409574,5.460170751320147
Q3U182,mice_elastic,1.5756373031689155,1.498276543185999
Q8K0U3,mice_elastic,,
Q5SSW2,knn,0.0101216825486974,0.9913211427514024
A0A286YCR9,mice_elastic,0.7995751142725699,0.1432934444508115
F8SLP9,mice_elastic,,
Q8K0U2,knn,1.045019970572734,2.0739467981932838
A2AM70,knn,0.001847663266131058,1.4686589708867224
Q8BNU3,mice_elastic,,
Q78IS1,knn,0.1534198137064076,1.0004971008876617
Q3UQN2,knn,0.7110570807969039,1.1134861947232924
Q9D5J6,mice_elastic,1.9973647149597065,1.2108365316547403
A0A1D5RLV3,knn,0.49018838958957656,0.7339045785060876
Q5SS02,mice_elastic,0.8967439673742987,0.30531176804271865
M0QWN7,mice_elastic,,
Q3U0B3,knn,0.5541460556223005,1.4000089112303884
Q3UBG2,mice_elastic,,
Q8C3S2,knn,1.156538193645117,1.6963971087103535
Q61666,mice_elastic,,
Q80TZ9,knn,2.564519749396694,2.6709999930706463
A0A1Y7VNH4,knn,1.6644984228535302,3.1135713992551555
G8JL74,knn,0.1520671223803217,1.5281878367412156
Q8K2I1,mice_elastic,1.0783013515296895,0.9958656104660852
F6UK66,mice_elastic,,
Q8C851,knn,0.9954151352570373,1.4922163166770557
Q6NSP9,mice_elastic,,
A0A1Y7VMS4,mice_elastic,,
Q9D1C3,mice_elastic,0.6705835978683595,0.12002232843334418
A0A140T8J4,knn,0.2291995134243492,0.5654265355442384
B9EJ29,knn,0.31950360151464996,0.3345880842760622
A0A0R4J293,mice_elastic,0.904111269197233,0.8838477300719292
Q3V471,mice_elastic,1.1516353737426759,1.098715738292864
B7ZNR9,knn,1.0714860759320255,1.575652790988249
A0A286YCW7,mice_elastic,,
Q69ZR9,knn,2.1282900654670596,3.870029651330041
Q9QXJ2,knn,0.2827811027824775,0.6579883754186885
B9EHL3,knn,1.6449413134987991,2.3303711792353456
Q3UVI6,mice_elastic,,
Q8C538,mice_elastic,0.6900553814460908,0.18808861606316082
Q8BSF9,mice_elastic,,
Q3TML3,mice_elastic,0.8327064211458873,0.8173571603551771
Q3TDW2,mice_elastic,,
S4R2K0,mice_elastic,,
A0A1Y7VL28,mice_elastic,0.5293515770683328,0.220725947892966
Q546Q8,mice_elastic,,
Q80U90,knn,1.7955004180935799,2.437117247510232
P24529,knn,0.3651154935104217,0.5382303033049705
Q8BI87,mice_elastic,0.6653782039474417,0.3794966117853022
Q9CR06,mice_elastic,,
Q05DR8,knn,0.47466796538447775,0.9041232681680418
A2AJA9,knn,0.09252090739245124,1.3515579937287414
Q9JI39,knn,0.6577162506665901,1.9093551896930223
Q9D6Z0,mice_elastic,,
P49813,mice_elastic,,
Q3UQH1,mice_elastic,3.504576331518638,2.2678561356407347
O54825,mice_elastic,,
Q78ZC4,mice_elastic,1.779881849781306,1.1056735004403553
O55187,knn,1.336047553105313,1.7119899260128002
A0A0R4J141,knn,3.0048109105982928,3.190523270218493
Q5KU39,knn,0.5757082025446622,0.7129880756681697
P58686,mice_elastic,1.6080423634390326,0.8717721389239748
Q9D1K5,knn,1.4527332520334855,2.9865454549476573
Q8K0E1,mice_elastic,1.5762291794923524,0.2936557328731981
O35671,mice_elastic,1.0931277914916815,0.8457822900087858
O35445,knn,1.9013727388858142,2.636171509192638
Q99N91,mice_elastic,,
Q32NY4,mice_elastic,0.2690010988212163,0.1786414280013021
P55850,mice_elastic,1.0675247256561693,0.6075560701648358
Q6PI88,knn,0.375869387973121,0.5295835171638742
Q6DIB5,mice_elastic,,
Q3UIM5,knn,0.880200279985696,0.9327248184728141
Q9Z2E4,mice_elastic,,
A0A0U1RP94,mice_elastic,0.9423482053335145,0.6350223350544107
Q8K2W0,knn,0.7829676824805276,0.7903456942947188
Q3UDR8,mice_elastic,,
Q8BGB5,mice_elastic,,
Q9CZS1,mice_elastic,0.6601643990256633,0.08599028387284836
E0CZ61,mice_elastic,1.188133540988006,1.001684467911119
Q8BIP0,mice_elastic,1.4190271414357232,1.315054495680031
Q9CXJ1,knn,1.8008336372934923,2.1173738473844965
A0A286YD80,knn,1.7447568137975495,2.079937968714117
E9QJU8,mice_elastic,,
A2A9C8,knn,2.295818587395628,2.8239713093216863
Q3TAL2,mice_elastic,,
A0A0A6YX40,knn,0.6869959983188385,0.7868569069054562
Q3TBZ6,mice_elastic,1.0555821193750878,0.810123586209885
Q4FJK3,mice_elastic,0.5605786303212796,0.5011866026387523
H7BX46,mice_elastic,0.9307206861690644,0.1634113135275207
G5E8A7,mice_elastic,0.49774941173303705,0.3552579732583938
P63141,knn,0.8417913170716641,1.3701088319855381
Q8K3W3,knn,0.9089044477316487,3.937406723685526
Q91VT8,knn,0.1822180491973648,0.5327498756895477
D3YXW1,knn,0.5609790737048317,0.6607385192040334
A0A140LI54,knn,1.3906178696487144,1.9704401545739145
P15066,mice_elastic,,
A0A2I3BPM0,mice_elastic,0.751426502281783,0.4715092604206198
Q80Y84,knn,1.2665750352710232,1.2900535439746172
Q3UHZ2,knn,0.8200819186674173,2.143787527846185
F6W3K2,mice_elastic,,
Q3UZC4,mice_elastic,1.1855531196450038,1.0682072651981005
Q3UHD7,knn,2.1197664228487216,2.27826532846648
A0A0N4SUI7,knn,1.400588259969448,2.4357287808467936
V9GWZ1,knn,0.09327686672908811,0.26513189367603546
O70477,knn,0.9184783787974533,1.3943792844865708
Q3US38,mice_elastic,,
